,row_id,USERID,TIMESTAMP,gender,currentRoutine,DOB,name,length,mass,dbversion,vibration,alarm,timer,sets,targetrep,age,zonedifference,location,use_location,screenon,auto_lock,lastlogs,preloadreps,exp_level,fit_goal,audio_reminder,audio_exercise_tips,audio_personal_tips
0,### WORKOUT SESSIONS #################################,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rowid,_id,USERID,edit_time,day_id,total_time,workout_time,rest_time,wasted_time,total_exercise,total_weight,recordbreak,starttime,endtime,workout_mode,TIMESTAMP,,,,,,,,,,,,
412,1036855232,411,7317810,1635031670,74,3906,1315,1725,0,11,13996,2,1635013364,1635017270,0,2022-08-13 14:08:01,,,,,,,,,,,,
413,1037706872,412,7317810,1635192957,76,2419,393,1329,247,5,8011,1,1635176138,1635178557,0,2022-08-13 14:08:01,,,,,,,,,,,,
414,1038394720,413,7317810,1635278386,77,3524,1024,2169,0,8,3466.5,1,1635260462,1635263986,0,2022-08-13 14:08:01,,,,,,,,,,,,
415,1039006063,414,7317810,1635363267,0,2983,774,1716,0,6,16966,2,1635345884,1635348867,1635348868,2022-08-13 14:08:01,,,,,,,,,,,,
416,1039543844,415,7317810,1635435645,79,3416,1017,1604,75,8,5466,1,1635421429,1635424845,0,2022-08-13 14:08:01,,,,,,,,,,,,
417,1042459319,416,7317810,1635888190,71,2125,623,1313,0,5,4262,2,1635878865,1635880990,0,2022-08-13 14:08:01,,,,,,,,,,,,
418,1043037504,417,7317810,1635962219,72,3554,577,2093,344,6,10140,1,1635951465,1635955019,0,2022-08-13 14:08:01,,,,,,,,,,,,
419,1043669179,418,7317810,1636043942,73,3037,902,1694,0,6,2783,2,1636033705,1636036742,0,2022-08-13 14:08:01,,,,,,,,,,,,
420,1044211891,419,7317810,1636125269,74,2943,570,1211,712,5,5768,1,1636115126,1636118069,0,2022-08-13 14:08:01,,,,,,,,,,,,
421,1046453277,420,7317810,1636473896,76,2341,395,1484,12,5,8282,1,1636464355,1636466696,0,2022-08-13 14:08:01,,,,,,,,,,,,
422,1047103253,421,7317810,1636551617,77,3577,1195,1879,0,8,5183,1,1636540840,1636544417,0,2022-08-13 14:08:01,,,,,,,,,,,,
423,1048501875,422,7317810,1636747250,0,3091,724,1557,270,6,19254,1,1636736954,1636740045,0,2022-08-13 14:08:01,,,,,,,,,,,,
424,1049058200,423,7317810,1636840554,0,2653,989,1331,0,8,3983,2,1636830697,1636833350,0,2022-08-13 14:08:01,,,,,,,,,,,,
425,1049716953,424,7317810,1636981951,0,2214,589,1295,0,5,3692,0,1636972535,1636974749,0,2022-08-13 14:08:01,,,,,,,,,,,,
426,1050720864,425,7317810,1637087951,0,3650,614,1895,601,6,11010,0,1637077098,1637080748,0,2022-08-13 14:08:01,,,,,,,,,,,,
427,1052042781,426,7317810,1637260430,0,2701,984,1649,0,6,3012,2,1637250528,1637253229,0,2022-08-13 14:08:01,,,,,,,,,,,,
428,1052460218,427,7317810,1637328724,0,4310,1306,1689,325,11,14594,3,1637317212,1637321522,0,2022-08-13 14:08:01,,,,,,,,,,,,
429,1054800244,428,7317810,1637692211,0,2320,408,1327,135,5,7845,0,1637682690,1637685010,0,2022-08-13 14:08:01,,,,,,,,,,,,
430,1055995727,429,7317810,1637862118,0,3044,1030,1615,0,8,4000,1,1637851873,1637854917,0,2022-08-13 14:08:01,,,,,,,,,,,,
431,1056559963,430,7317810,1637957080,0,2447,646,1358,0,6,15563,0,1637947430,1637949877,0,2022-08-13 14:08:01,,,,,,,,,,,,
432,1056912141,431,7317810,1638023084,0,3134,780,1562,72,8,3245,2,1638012749,1638015883,0,2022-08-13 14:08:01,,,,,,,,,,,,
433,1058156469,432,7317810,1638219121,0,2234,522,1359,0,5,3351,1,1638209686,1638211920,0,2022-08-13 14:08:01,,,,,,,,,,,,
434,1058744261,433,7317810,1638294075,0,3184,496,1552,596,6,10137,2,1638283689,1638286873,0,2022-08-13 14:08:01,,,,,,,,,,,,
435,1059266449,434,7317810,1638366113,0,2801,890,1802,0,6,3364,2,1638356112,1638358913,0,2022-08-13 14:08:01,,,,,,,,,,,,
436,1060049405,435,7317810,1638469016,0,2552,573,1110,419,5,5673,0,1638459260,1638461812,0,2022-08-13 14:08:01,,,,,,,,,,,,
437,1062931254,436,7317810,1638906448,0,2414,423,1287,254,5,8791,1,1638896831,1638899245,0,2022-08-13 14:08:01,,,,,,,,,,,,
438,1063714940,437,7317810,1639000343,77,3568,1158,1921,0,8,6995,0,1638989575,1638993143,0,2022-08-13 14:08:01,,,,,,,,,,,,
439,1064334623,438,7317810,1639084627,0,3174,699,1543,392,6,19234,2,1639074250,1639077424,0,2022-08-13 14:08:01,,,,,,,,,,,,
440,1064677841,439,7317810,1639141329,0,3145,1056,1742,0,8,2610,0,1639130981,1639134126,0,2022-08-13 14:08:01,,,,,,,,,,,,
441,1067294219,440,7317810,1639515910,0,2462,461,1251,210,6,9657,2,1639506246,1639508708,0,2022-08-13 14:08:01,,,,,,,,,,,,
442,1067922554,441,7317810,1639592525,0,2006,480,884,192,5,2252,1,1639583317,1639585323,0,2022-08-13 14:08:01,,,,,,,,,,,,
443,1069232195,442,7317810,1639771186,0,2370,775,940,115,6,2020,3,1639761613,1639763983,0,2022-08-13 14:08:01,,,,,,,,,,,,
444,1069701159,443,7317810,1639852606,0,3498,1161,1939,0,11,14410,2,1639841906,1639845404,0,2022-08-13 14:08:01,,,,,,,,,,,,
445,1077285118,444,7317810,1641158823,0,3391,807,2140,0,7,4290,1,1641148230,1641151621,0,2022-08-13 14:08:01,,,,,,,,,,,,
446,1077815043,445,7317810,1641236063,0,3560,804,2290,0,7,8332,3,1641225298,1641228858,0,2022-08-13 14:08:01,,,,,,,,,,,,
447,1078512969,446,7317810,1641321606,0,3798,794,2090,194,8,8800,4,1641310606,1641314404,0,2022-08-13 14:08:01,,,,,,,,,,,,
448,1079834421,447,7317810,1641493125,0,3041,958,1980,0,6,5550,1,1641482883,1641485924,0,2022-08-13 14:08:01,,,,,,,,,,,,
449,1082848087,448,7317810,1641927626,0,3024,854,1733,0,7,15658,3,1641917402,1641920426,0,2022-08-13 14:08:01,,,,,,,,,,,,
450,1083550068,449,7317810,1642013148,0,3026,1088,1678,0,7,3620,2,1642002919,1642005945,0,2022-08-13 14:08:01,,,,,,,,,,,,
451,1084031111,450,7317810,1642079019,0,3215,696,1572,317,7,10030,1,1642068602,1642071817,0,2022-08-13 14:08:01,,,,,,,,,,,,
452,1084810699,451,7317810,1642177635,0,2548,868,1336,0,7,6260,1,1642167885,1642170433,0,2022-08-13 14:08:01,,,,,,,,,,,,
453,1086451521,452,7317810,1642434577,0,3314,809,1831,44,7,5700,1,1642424061,1642427375,0,2022-08-13 14:08:01,,,,,,,,,,,,
454,1087192292,453,7317810,1642520048,0,3174,971,1732,0,7,5282,0,1642509672,1642512846,0,2022-08-13 14:08:01,,,,,,,,,,,,
455,1088788684,454,7317810,1642707592,0,3563,840,1878,35,9,10258,2,1642696827,1642700390,0,2022-08-13 14:08:01,,,,,,,,,,,,
456,1089340132,455,7317810,1642776744,0,3246,886,1794,26,6,5738,1,1642766296,1642769542,0,2022-08-13 14:08:01,,,,,,,,,,,,
457,1089892643,456,7317810,1642859699,0,2088,849,413,376,5,6191,4,1642850408,1642852496,0,2022-08-13 14:08:01,,,,,,,,,,,,
458,1091917278,457,7317810,1643127297,0,2993,906,1973,0,7,17949,2,1643117102,1643120095,0,2022-08-13 14:08:01,,,,,,,,,,,,
459,1092644550,458,7317810,1643209867,0,3017,1133,1888,0,7,4210,1,1643199648,1643202665,0,2022-08-13 14:08:01,,,,,,,,,,,,
460,1093428357,459,7317810,1643302534,0,2832,768,1788,0,7,10917,0,1643292499,1643295331,0,2022-08-13 14:08:01,,,,,,,,,,,,
461,1094062664,460,7317810,1643383759,0,2609,923,1690,0,7,6507,0,1643373947,1643376556,0,2022-08-13 14:08:01,,,,,,,,,,,,
462,1096739839,461,7317810,1643750856,0,3015,810,1700,0,8,5775,1,1643740639,1643743654,0,2022-08-13 14:08:01,,,,,,,,,,,,
463,1097113176,462,7317810,1643802911,0,3116,1002,1498,0,7,4972,2,1643792593,1643795709,0,2022-08-13 14:08:01,,,,,,,,,,,,
464,1100434926,463,7317810,1644255096,0,3519,785,1800,214,8,10108,1,1644244375,1644247894,0,2022-08-13 14:08:01,,,,,,,,,,,,
465,1102930083,464,7317810,1644512725,0,3596,960,1568,438,7,10347,2,1644501926,1644505522,0,2022-08-13 14:08:01,,,,,,,,,,,,
466,1105211797,465,7317810,1644843350,0,2709,938,1338,0,7,18853,3,1644833440,1644836149,0,2022-08-13 14:08:01,,,,,,,,,,,,
467,1106899911,466,7317810,1645015792,0,3575,1153,2059,0,7,4660,1,1645005016,1645008591,0,2022-08-13 14:08:01,,,,,,,,,,,,
468,1107959050,467,7317810,1645119086,0,3069,783,1657,0,7,11292,0,1645108815,1645111884,0,2022-08-13 14:08:01,,,,,,,,,,,,
469,1109860485,468,7317810,1645387936,0,3128,958,1768,0,7,6816,0,1645377606,1645380734,0,2022-08-13 14:08:01,,,,,,,,,,,,
470,1112383205,469,7317810,1645634118,0,3099,530,1738,381,5,7261,1,1645623815,1645626914,0,2022-08-13 14:08:01,,,,,,,,,,,,
471,1113266958,470,7317810,1645733756,0,2411,620,1361,0,5,7408,0,1645724143,1645726554,0,2022-08-13 14:08:01,,,,,,,,,,,,
472,1113890374,471,7317810,1645808374,0,3250,808,2161,0,7,9578,4,1645797922,1645801172,0,2022-08-13 14:08:01,,,,,,,,,,,,
473,1114443348,472,7317810,1645892659,0,3228,800,1299,679,5,4738,2,1645882228,1645885456,0,2022-08-13 14:08:01,,,,,,,,,,,,
474,1116420671,473,7317810,1646151386,0,2469,807,1169,0,8,12751,2,1646141714,1646144183,0,2022-08-13 14:08:01,,,,,,,,,,,,
475,1122268726,474,7317810,1646839732,0,2892,982,1369,0,7,6317,4,1646829638,1646832530,0,2022-08-13 14:08:01,,,,,,,,,,,,
476,1123081487,475,7317810,1646925110,0,2576,712,1248,0,7,14960,2,1646915333,1646917909,0,2022-08-13 14:08:01,,,,,,,,,,,,
477,1124154839,476,7317810,1647040628,0,3069,680,1376,383,7,3555,2,1647030356,1647033425,0,2022-08-13 14:08:01,,,,,,,,,,,,
478,1125790793,477,7317810,1647277454,0,2474,476,1387,161,5,5680,1,1647267778,1647270252,0,2022-08-13 14:08:01,,,,,,,,,,,,
479,1127364188,478,7317810,1647439857,95,2800,558,1182,520,6,6407,1,1647429855,1647432655,0,2022-08-13 14:08:01,,,,,,,,,,,,
480,1128958072,479,7317810,1647623679,0,2876,802,1783,0,7,9370,3,1647613597,1647616473,0,2022-08-13 14:08:01,,,,,,,,,,,,
481,1129502154,480,7317810,1647699448,0,1531,769,863,0,5,4379,2,1647690716,1647692247,0,2022-08-13 14:08:01,,,,,,,,,,,,
482,1131662999,481,7317810,1647959129,0,2593,963,1135,0,8,15155,3,1647949335,1647951928,0,2022-08-13 14:08:01,,,,,,,,,,,,
483,1132712428,482,7317810,1648055033,0,2816,1067,1575,0,7,7167,1,1648045016,1648047832,0,2022-08-13 14:08:01,,,,,,,,,,,,
484,1133548347,483,7317810,1648142821,0,3145,899,1531,85,7,16401,0,1648132474,1648135619,0,2022-08-13 14:08:01,,,,,,,,,,,,
485,1134213479,484,7317810,1648219213,0,2688,633,1478,37,6,3453,0,1648205724,1648208412,0,2022-08-13 14:08:01,,,,,,,,,,,,
486,1137177642,485,7317810,1648570013,0,2114,406,1106,152,5,4980,0,1648553496,1648555610,0,2022-08-13 14:08:01,,,,,,,,,,,,
487,1138243114,486,7317810,1648665997,0,3693,690,1544,919,6,7250,0,1648647901,1648651594,0,2022-08-13 14:08:01,,,,,,,,,,,,
488,1139777590,487,7317810,1648822880,0,3006,792,1525,59,7,9325,3,1648805471,1648808477,0,2022-08-13 14:08:01,,,,,,,,,,,,
489,1141292544,488,7317810,1649015223,0,2517,825,1403,0,5,4827,1,1648998303,1649000820,0,2022-08-13 14:08:01,,,,,,,,,,,,
490,1144184864,489,7317810,1649281010,0,2945,975,1011,239,8,15340,1,1649263663,1649266608,0,2022-08-13 14:08:01,,,,,,,,,,,,
491,1145007397,490,7317810,1649356695,0,2644,1078,1518,0,7,6807,1,1649339648,1649342292,0,2022-08-13 14:08:01,,,,,,,,,,,,
492,1146542659,491,7317810,1649528438,101,2243,899,1229,0,7,16261,1,1649511795,1649514038,0,2022-08-13 14:08:01,,,,,,,,,,,,
493,1147233793,492,7317810,1649625021,0,2723,648,1540,0,6,3955,0,1649607896,1649610619,0,2022-08-13 14:08:01,,,,,,,,,,,,
494,1147849558,493,7317810,1649699889,0,2791,708,1759,0,6,5681,1,1649682695,1649685486,0,2022-08-13 14:08:01,,,,,,,,,,,,
495,1148841749,494,7317810,1649787606,0,3632,782,1539,771,6,7430,1,1649769573,1649773205,0,2022-08-13 14:08:01,,,,,,,,,,,,
496,1149622346,495,7317810,1649865973,0,2720,904,1385,0,7,10017,2,1649848851,1649851571,0,2022-08-13 14:08:01,,,,,,,,,,,,
497,1150490311,496,7317810,1649948058,0,2835,566,1519,300,5,7428,1,1649930821,1649933656,0,2022-08-13 14:08:01,,,,,,,,,,,,
498,1154245339,497,7317810,1650380014,0,2858,640,1647,31,6,5816,0,1650362754,1650365612,0,2022-08-13 14:08:01,,,,,,,,,,,,
499,1155450934,498,7317810,1650481880,104,2927,772,1573,42,6,7170,1,1650464553,1650467480,0,2022-08-13 14:08:01,,,,,,,,,,,,
500,1156146821,499,7317810,1650553334,0,2760,898,1532,0,7,10835,0,1650536172,1650538932,0,2022-08-13 14:08:01,,,,,,,,,,,,
501,1158696199,500,7317810,1650843406,0,2422,530,1364,78,5,7092,0,1650826583,1650829005,0,2022-08-13 14:08:01,,,,,,,,,,,,
502,1158995578,501,7317810,1650893978,0,3150,648,1806,156,6,5951,1,1650876423,1650879573,0,2022-08-13 14:08:01,,,,,,,,,,,,
503,1160097138,502,7317810,1650986758,0,3032,742,1513,237,6,6795,2,1650969325,1650972357,0,2022-08-13 14:08:01,,,,,,,,,,,,
504,1162122896,503,7317810,1651160538,0,2822,915,1485,0,7,10782,0,1651143314,1651146136,0,2022-08-13 14:08:01,,,,,,,,,,,,
505,1165299165,504,7317810,1651512521,0,2503,479,1162,412,5,6443,0,1651495616,1651498119,0,2022-08-13 14:08:01,,,,,,,,,,,,
506,1166343924,505,7317810,1651597813,0,3172,648,1758,226,6,5981,0,1651580239,1651583411,0,2022-08-13 14:08:01,,,,,,,,,,,,
507,1167255427,506,7317810,1651677981,0,2952,682,1285,445,6,6045,0,1651660627,1651663579,0,2022-08-13 14:08:01,,,,,,,,,,,,
508,1169028261,507,7317810,1651846847,0,2827,911,1487,0,7,12060,1,1651829617,1651832444,0,2022-08-13 14:08:01,,,,,,,,,,,,
509,1170767394,508,7317810,1652049971,0,2628,497,1695,0,5,6991,1,1652032943,1652035571,0,2022-08-13 14:08:01,,,,,,,,,,,,
510,1171381320,509,7317810,1652120382,0,2107,538,1235,0,6,5423,2,1652103873,1652105980,0,2022-08-13 14:08:01,,,,,,,,,,,,
511,1174279120,510,7317810,1652365650,104,2417,606,1236,35,6,4995,1,1652348819,1652351236,0,2022-08-13 14:08:01,,,,,,,,,,,,
512,1180669512,511,7317810,1652977139,0,2937,799,1355,153,7,9840,1,1652959800,1652962737,0,2022-08-13 14:08:01,,,,,,,,,,,,
513,1181554875,512,7317810,1653061270,0,2769,465,1591,263,5,6450,0,1653044100,1653046869,0,2022-08-13 14:08:01,,,,,,,,,,,,
514,1183323523,513,7317810,1653259287,0,2907,520,1700,147,6,5530,1,1653241978,1653244885,0,2022-08-13 14:08:01,,,,,,,,,,,,
515,1186516612,514,7317810,1653519497,0,3204,553,1567,544,6,6025,3,1653501891,1653505095,0,2022-08-13 14:08:01,,,,,,,,,,,,
516,1187307812,515,7317810,1653589746,0,2479,698,1131,20,7,9120,2,1653572867,1653575346,0,2022-08-13 14:08:01,,,,,,,,,,,,
517,1189342831,516,7317810,1653781722,0,3098,363,1727,558,5,5251,1,1653764221,1653767319,0,2022-08-13 14:08:01,,,,,,,,,,,,
518,1191456462,517,7317810,1654022452,0,2608,442,1325,301,6,4230,2,1654005442,1654008050,0,2022-08-13 14:08:01,,,,,,,,,,,,
519,1192712759,518,7317810,1654119623,0,2818,448,1218,612,6,5375,0,1654102404,1654105222,0,2022-08-13 14:08:01,,,,,,,,,,,,
520,1193688679,519,7317810,1654199389,0,2483,689,1211,0,7,8350,0,1654182504,1654184987,0,2022-08-13 14:08:01,,,,,,,,,,,,
521,1194362947,520,7317810,1654266931,0,2478,337,1394,297,5,4844,1,1654250050,1654252528,0,2022-08-13 14:08:01,,,,,,,,,,,,
522,1196985627,521,7317810,1654542084,0,2571,458,1289,284,6,4390,1,1654525111,1654527682,0,2022-08-13 14:08:01,,,,,,,,,,,,
523,1199210212,522,7317810,1654713447,0,3219,537,1280,862,6,5830,2,1654695827,1654699046,0,2022-08-13 14:08:01,,,,,,,,,,,,
524,1200131242,523,7317810,1654792257,0,2594,703,1241,20,7,9005,0,1654775261,1654777855,0,2022-08-13 14:08:01,,,,,,,,,,,,
525,1201039834,524,7317810,1654876700,0,1942,319,1168,5,5,4618,0,1654860356,1654862298,0,2022-08-13 14:08:01,,,,,,,,,,,,
526,1205782143,525,7317810,1655317025,0,1778,184,779,455,4,2679,1,1655300846,1655302624,0,2022-08-13 14:08:01,,,,,,,,,,,,
527,1208773840,526,7317810,1655593593,0,1756,275,865,256,4,2050,0,1655577435,1655579191,0,2022-08-13 14:08:01,,,,,,,,,,,,
528,1209270741,527,7317810,1655667898,0,1986,385,914,327,4,2322,0,1655651511,1655653497,0,2022-08-13 14:08:01,,,,,,,,,,,,
529,1211113033,528,7317810,1655828773,0,717,236,388,0,3,1945,1,1655813653,1655814370,0,2022-08-13 14:08:01,,,,,,,,,,,,
530,1212474545,529,7317810,1655925341,0,1270,70,258,672,3,845,3,1655909669,1655910939,0,2022-08-13 14:08:01,,,,,,,,,,,,
531,1213355314,530,7317810,1656000780,0,905,270,435,0,3,2385,2,1655985472,1655986377,0,2022-08-13 14:08:01,,,,,,,,,,,,
532,1216936623,531,7317810,1656364255,0,2480,795,1372,0,5,4952,0,1656347373,1656349853,0,2022-08-13 14:08:01,,,,,,,,,,,,
533,1219293025,532,7317810,1656545252,0,3552,607,1886,429,7,11417,3,1656527300,1656530852,0,2022-08-13 14:08:01,,,,,,,,,,,,
534,1220326124,533,7317810,1656630332,0,3020,916,1656,0,6,2579,1,1656612911,1656615931,0,2022-08-13 14:08:01,,,,,,,,,,,,
535,1221739545,534,7317810,1656777352,0,2667,555,1066,596,5,5150,2,1656760284,1656762951,0,2022-08-13 14:08:01,,,,,,,,,,,,
536,1223343214,535,7317810,1656959344,107,4263,864,2225,544,7,15060,0,1656940678,1656944941,0,2022-08-13 14:08:01,,,,,,,,,,,,
537,1234553323,536,7317810,1657910947,0,3302,987,1877,0,7,8598,0,1657893244,1657896546,0,2022-08-13 14:08:01,,,,,,,,,,,,
538,1235455467,537,7317810,1657998057,109,3085,978,1715,0,7,10745,0,1657980570,1657983655,0,2022-08-13 14:08:01,,,,,,,,,,,,
539,1238381741,538,7317810,1658260919,107,3838,854,2349,5,7,10490,1,1658242680,1658246518,0,2022-08-13 14:08:01,,,,,,,,,,,,
540,1242487448,539,7317810,1658602384,0,3655,1027,1984,0,8,8558,1,1658584328,1658587983,0,2022-08-13 14:08:01,,,,,,,,,,,,
541,1249728611,540,7317810,1659202448,0,3445,978,1827,10,7,12007,2,1659191796,1659195241,0,2022-08-08 15:02:22,,,,,,,,,,,,
542,1258600222,541,7317810,1659970932,0,3086,901,2118,0,7,14250,1,1659967842,1659970928,0,2022-08-08 15:02:12,,,,,,,,,,,,
543,1264328472,542,7317810,1660406872,0,3510,1049,1947,0,7,8098,0,1660396159,1660399669,0,2022-08-23 15:48:17,,,,,,,,,,,,
544,1274885581,543,7317810,1661276896,0,2709,480,1580,289,4,4950,0,1661266984,1661269693,0,2022-08-25 15:14:53,,,,,,,,,,,,
545,1277245795,544,7317810,1661440491,107,3500,882,2182,0,7,14034,0,1661436989,1661440489,0,2022-08-25 15:14:51,,,,,,,,,,,,
546,######################################################,,,,,,,,,,,,,,,,,,,,,,,,,,,
